177.506, 129.373, 5.693, 20.846 False
177.317, 129.375, 5.666, 20.879 False
177.129, 129.377, 5.641, 20.912 False
176.942, 129.380, 5.613, 20.945 False
176.755, 129.382, 5.588, 20.978 False
176.570, 129.384, 5.568, 21.011 False
176.384, 129.387, 5.554, 21.044 False
176.199, 129.389, 5.549, 21.077 False
176.014, 129.391, 5.548, 21.110 False
175.829, 129.393, 5.555, 21.143 False
175.644, 129.396, 5.567, 21.176 False
175.457, 129.398, 5.586, 21.209 False
175.270, 129.400, 5.607, 21.242 False
175.082, 129.403, 5.634, 21.275 False
174.894, 129.405, 5.662, 21.308 False
174.704, 129.407, 5.695, 21.341 False
174.513, 129.409, 5.726, 21.374 False
174.321, 129.412, 5.757, 21.407 False
174.128, 129.414, 5.781, 21.440 False
173.935, 129.416, 5.801, 21.473 False
173.741, 129.419, 5.816, 21.506 False
173.547, 129.421, 5.825, 21.539 False
173.353, 129.423, 5.831, 21.572 False
173.158, 129.425, 5.830, 21.605 False
172.964, 129.428, 5.827, 21.638 False
172.770, 129.430, 5.818, 21.671 False
172.577, 129.432, 5.807, 21.704 False
172.384, 129.434, 5.791, 21.737 False
172.191, 129.436, 5.774, 21.770 False
172.000, 129.439, 5.752, 21.803 False
171.809, 129.441, 5.730, 21.836 False
171.618, 129.443, 5.703, 21.869 False
171.429, 129.445, 5.677, 21.902 False
171.241, 129.447, 5.646, 21.935 False
